agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,AIA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,AIA
TIEA,TIEA AI DE,2010-03-19,2011-04-11,On Request,DEU,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,AIA
TIEA,TIEA AI GL,2009-12-14,,On Request,GRL,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,AIA
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,AIA
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,AIA
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,AIA
TIEA,TIEA AI IS,2009-12-14,,On Request,ISL,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,AIA
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,AIA
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,AIA
TIEA,TIEA AI IE,2009-07-22,,On Request,IRL,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,AIA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,AIA
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,AIA
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,AIA
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,AIA
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,AIA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,AIA
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,AIA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,AIA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,AIA
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,AIA
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,AIA
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,AIA
TIEA,TIEA AI NL,2009-07-22,2011-05-01,On Request,NLD,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,AIA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,AIA
TIEA,TIEA AI NZ,2009-12-11,,On Request,NZL,AIA
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,AIA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,AIA
TIEA,TIEA AI NO,2009-12-14,2011-04-10,On Request,NOR,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,AIA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,AIA
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,AIA
TIEA,TIEA AI PT,2011-02-28,,On Request,PRT,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,AIA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,AIA
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,AIA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,AIA
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,AIA
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,AIA
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,AIA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,AIA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,AIA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,AIA
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,AIA
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,AIA
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,AIA
TIEA,TIEA AI SE,2009-12-14,2011-06-01,On Request,SWE,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,AIA
DTC,DTC AI CH,1963-08-26,1963-08-26,Uncertain,CHE,AIA
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,AIA
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,AIA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,AIA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,AIA
TIEA,TIEA AI GB,2009-07-20,2011-02-17,On Request,GBR,AIA
FATCA,FATCA US AI,,2014-06-30,Automatic,USA,AIA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,AIA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,AIA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,ALB
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,ALB
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,ALB
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,ALB
DTC,DTC AL AT,2007-12-14,2008-09-01,Uncertain,AUT,ALB
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,ALB
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,ALB
DTC,DTC AL BE,2002-11-14,2004-09-01,Uncertain,BEL,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,ALB
DTC,DTC AL BA,2008-06-17,2012-05-10,Uncertain,BIH,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,ALB
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,ALB
DTC,DTC AL BG,1998-12-09,1999-07-01,Uncertain,BGR,ALB
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,ALB
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,ALB
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,ALB
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,ALB
DTC,DTC AL CN,2004-09-13,2005-07-28,Uncertain,CHN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,ALB
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,ALB
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,ALB
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,ALB
DTC,DTC AL HR,1994-12-02,1997-06-05,Uncertain,HRV,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,ALB
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,ALB
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,ALB
DTC,DTC AL CZ,1995-06-22,1996-09-10,Uncertain,CZE,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,ALB
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,ALB
DTC,DTC AL EG,2005-02-23,2005-12-14,Uncertain,EGY,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,ALB
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,ALB
DTC,DTC AL EE,2010-04-05,2010-11-25,Uncertain,EST,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,ALB
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,ALB
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,ALB
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,ALB
DTC,DTC AL FR,2002-12-24,2005-10-01,Uncertain,FRA,ALB
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,ALB
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,ALB
DTC,DTC AL DE,2010-04-06,2011-12-23,Uncertain,DEU,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,ALB
DTC,DTC AL GR,1995-07-14,2001-12-13,Uncertain,GRC,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,ALB
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,ALB
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,ALB
DTC,DTC AL HU,1992-11-14,1995-12-21,Uncertain,HUN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,ALB
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,ALB
DTC,DTC AL IS,2014-09-26,,Uncertain,ISL,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,ALB
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,ALB
DTC,DTC AL IN,2013-07-08,,Uncertain,IND,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,ALB
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,ALB
DTC,DTC AL IE,2009-10-16,2012-01-01,Uncertain,IRL,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,ALB
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,ALB
DTC,DTC AL IT,1994-12-12,1999-12-21,Uncertain,ITA,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,ALB
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,ALB
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,ALB
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,ALB
DTC,DTC AL KZ,2008-02-21,2008-12-10,Uncertain,KAZ,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,ALB
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,ALB
DTC,DTC AL LV,2008-02-21,2008-12-10,Uncertain,LVA,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,ALB
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,ALB
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,ALB
DTC,DTC AL LU,2009-01-14,,Uncertain,LUX,ALB
DTC,DTC AL MK,1998-01-15,1998-09-02,Uncertain,MKD,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,ALB
DTC,DTC AL MY,1994-01-24,1995-08-21,Uncertain,MYS,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,ALB
DTC,DTC AL MT,2000-05-02,2000-11-23,Uncertain,MLT,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,ALB
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,ALB
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,ALB
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,ALB
DTC,DTC AL MD,2002-12-06,2003-06-06,Uncertain,MDA,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,ALB
DTC,DTC AL ME,2004-12-22,2005-11-17,Uncertain,MNE,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,ALB
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,ALB
DTC,DTC AL MA,2015-10-05,,Uncertain,MAR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,ALB
DTC,DTC AL NL,2004-07-22,2005-11-15,Uncertain,NLD,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,ALB
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,ALB
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,ALB
DTC,DTC AL NO,1998-10-14,1999-08-13,Uncertain,NOR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,ALB
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,ALB
DTC,DTC AL PL,1993-03-05,1995-01-01,Uncertain,POL,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,ALB
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,ALB
DTC,DTC AL QA,2011-10-18,,Uncertain,QAT,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,ALB
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,ALB
DTC,DTC AL RO,1994-05-11,1994-10-18,Uncertain,ROU,ALB
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,ALB
DTC,DTC AL RU,1995-04-11,1998-01-01,Uncertain,RUS,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,ALB
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,ALB
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,ALB
DTC,DTC AL RS,2004-12-22,2005-11-17,Uncertain,SRB,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,ALB
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,ALB
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,ALB
DTC,DTC AL SG,2010-11-23,,Uncertain,SGP,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,ALB
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,ALB
DTC,DTC AL SI,2008-02-27,2009-05-04,Uncertain,SVN,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,ALB
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,ALB
DTC,DTC AL KR,2006-05-07,2007-01-13,Uncertain,KOR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,ALB
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,ALB
DTC,DTC AL ES,2010-07-02,2011-05-04,Uncertain,ESP,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,ALB
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,ALB
DTC,DTC AL SE,1998-03-26,1999-02-09,Uncertain,SWE,ALB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,ALB
DTC,DTC AL CH,1999-11-12,2000-12-12,Uncertain,CHE,ALB
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,ALB
DTC,DTC AL TR,1994-04-04,1996-12-26,Uncertain,TUR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,ALB
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,ALB
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,ALB
DTC,DTC AL GB,2013-03-26,2013-12-30,Uncertain,GBR,ALB
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,ALB
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,ALB
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,ALB
TIEA,TIEA AM AR,2014-07-07,,On Request,ARG,ARM
DTC,DTC AM AT,2002-02-27,2004-03-01,Uncertain,AUT,ARM
DTC,DTC AM BE,2001-06-07,2004-10-01,Uncertain,BEL,ARM
DTC,DTC AM CA,2004-06-29,2006-01-24,Uncertain,CAN,ARM
DTC,DTC AM CN,1996-05-05,1996-11-28,Uncertain,CHN,ARM
DTC,DTC AM HR,2009-05-22,2009-02-18,Uncertain,HRV,ARM
DTC,DTC AM CY,2011-01-17,2011-09-19,Uncertain,CYP,ARM
DTC,DTC AM CZ,2008-07-06,2009-07-15,Uncertain,CZE,ARM
DTC,DTC AM DK,1986-10-21,1987-09-28,Uncertain,DNK,ARM
DTC,DTC AM EE,2001-04-14,2003-01-23,Uncertain,EST,ARM
DTC,DTC AM FI,2006-10-16,2007-12-30,Uncertain,FIN,ARM
DTC,DTC AM FR,1997-12-09,2001-05-01,Uncertain,FRA,ARM
DTC,DTC AM GE,1997-11-18,1997-07-03,Uncertain,GEO,ARM
DTC,DTC AM DE,1981-11-24,1983-06-15,Uncertain,DEU,ARM
DTC,DTC AM GR,1999-12-05,2002-07-18,Uncertain,GRC,ARM
DTC,DTC AM HU,2009-11-09,2011-01-01,Uncertain,HUN,ARM
DTC,DTC AM IN,2003-10-31,2004-09-09,Uncertain,IND,ARM
DTC,DTC AM ID,2005-10-12,,Uncertain,IDN,ARM
DTC,DTC AM IE,2011-07-14,2012-12-18,Uncertain,IRL,ARM
DTC,DTC AM IT,2002-06-14,2008-05-05,Uncertain,ITA,ARM
DTC,DTC AM JP,1986-01-18,1986-11-27,Uncertain,JPN,ARM
DTC,DTC AM KZ,2006-11-06,2011-01-19,Uncertain,KAZ,ARM
DTC,DTC AM KW,2009-11-03,2013-04-12,Uncertain,KWT,ARM
DTC,DTC AM LV,2000-03-15,2001-02-26,Uncertain,LVA,ARM
DTC,DTC AM LB,1998-09-16,2000-12-13,Uncertain,LBN,ARM
DTC,DTC AM LT,2000-03-13,2001-02-26,Uncertain,LTU,ARM
DTC,DTC AM LU,2009-06-23,2010-04-09,Uncertain,LUX,ARM
DTC,DTC AM NL,2001-10-31,2002-11-22,Uncertain,NLD,ARM
DTC,DTC AM PL,1999-07-14,2006-01-01,Uncertain,POL,ARM
DTC,DTC AM QA,2002-04-22,2008-01-01,Uncertain,QAT,ARM
DTC,DTC AM RO,1996-03-25,1997-08-25,Uncertain,ROU,ARM
DTC,DTC AM RU,1996-12-28,1999-01-01,Uncertain,RUS,ARM
DTC,DTC AM SI,2010-10-11,2013-04-23,Uncertain,SVN,ARM
DTC,DTC AM ES,2010-12-16,2012-03-21,Uncertain,ESP,ARM
DTC,DTC AM CH,2006-06-12,2007-11-07,Uncertain,CHE,ARM
DTC,DTC AM UA,1996-05-14,1996-11-19,Uncertain,UKR,ARM
DTC,DTC AE AM,2002-04-22,2004-12-29,Uncertain,ARE,ARM
DTC,DTC AM GB,2011-07-13,2012-02-21,Uncertain,GBR,ARM
FATCA,FATCA US AM,,2014-06-30,Automatic,USA,ARM
FATCA,FATCA US AO,,2014-11-30,Automatic,USA,AGO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,ARG
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,ARG
TIEA,TIEA AD AR,2009-10-26,2012-06-15,On Request,AND,ARG
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,ARG
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,ARG
TIEA,TIEA AM AR,2014-07-07,,On Request,ARM,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,ARG
TIEA,TIEA AR AW,2013-09-30,2014-05-31,On Request,ABW,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,ARG
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,ARG
DTC,DTC AR AU,1999-08-27,1999-12-31,Uncertain,AUS,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,ARG
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,ARG
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,ARG
TIEA,TIEA AR AZ,2012-12-17,2013-04-22,On Request,AZE,ARG
TIEA,TIEA AR BS,2009-12-03,2012-07-27,On Request,BHS,ARG
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,ARG
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,ARG
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,ARG
DTC,DTC AR BE,1996-06-12,1999-07-21,Uncertain,BEL,ARG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,ARG
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,ARG
